,Date,Hour,Number_of_Incidents
3059,2/22/2018,0,4
3060,2/22/2018,5,1
3061,2/22/2018,6,5
3062,2/22/2018,7,11
3063,2/22/2018,8,4
3064,2/22/2018,9,2
3065,2/22/2018,10,9
3066,2/22/2018,11,8
3067,2/22/2018,12,3
3068,2/22/2018,13,9
3069,2/22/2018,14,6
3070,2/22/2018,15,2
3071,2/22/2018,16,11
3072,2/22/2018,17,8
3073,2/22/2018,18,4
3074,2/22/2018,19,7
3075,2/22/2018,20,6
3076,2/22/2018,21,7
3077,2/22/2018,22,12
3078,2/22/2018,23,3
3079,2/23/2018,0,1
3080,2/23/2018,2,2
3081,2/23/2018,3,1
3082,2/23/2018,5,1
3083,2/23/2018,6,5
3084,2/23/2018,7,7
3085,2/23/2018,8,10
3086,2/23/2018,9,10
3087,2/23/2018,10,1
3088,2/23/2018,11,8
3089,2/23/2018,12,18
3090,2/23/2018,13,7
3091,2/23/2018,14,8
3092,2/23/2018,15,6
3093,2/23/2018,16,10
3094,2/23/2018,17,14
3095,2/23/2018,18,7
3096,2/23/2018,19,11
3097,2/23/2018,20,7
3098,2/23/2018,21,5
3099,2/23/2018,22,10
3100,2/23/2018,23,2
3101,2/24/2018,0,10
3102,2/24/2018,1,2
3103,2/24/2018,2,7
3104,2/24/2018,3,2
3105,2/24/2018,4,3
3106,2/24/2018,5,1
3107,2/24/2018,6,4
3108,2/24/2018,7,4
3109,2/24/2018,8,12
3110,2/24/2018,9,6
3111,2/24/2018,10,9
3112,2/24/2018,11,11
3113,2/24/2018,12,14
3114,2/24/2018,13,19
3115,2/24/2018,14,18
3116,2/24/2018,15,8
3117,2/24/2018,16,7
3118,2/24/2018,19,6
3119,2/24/2018,20,5
3120,2/24/2018,23,1
3121,2/25/2018,0,1
3122,2/25/2018,1,2
3123,2/25/2018,2,6
3124,2/25/2018,3,3
3125,2/25/2018,4,1
3126,2/25/2018,5,1
3127,2/25/2018,6,4
3128,2/25/2018,7,1
3129,2/25/2018,8,2
3130,2/25/2018,9,6
3131,2/25/2018,10,7
3132,2/25/2018,11,12
3133,2/25/2018,12,4
3134,2/25/2018,13,13
3135,2/25/2018,14,5
3136,2/25/2018,15,3
3137,2/25/2018,16,8
3138,2/25/2018,17,7
3139,2/25/2018,18,8
3140,2/25/2018,19,4
3141,2/25/2018,20,6
3142,2/25/2018,21,3
3143,2/25/2018,22,2
3144,2/25/2018,23,4
3145,2/26/2018,0,7
3146,2/26/2018,1,5
3147,2/26/2018,2,1
3148,2/26/2018,3,1
3149,2/26/2018,4,1
3150,2/26/2018,5,3
3151,2/26/2018,6,4
3152,2/26/2018,7,10
3153,2/26/2018,8,1
3154,2/26/2018,9,11
3155,2/26/2018,10,15
3156,2/26/2018,11,8
3157,2/26/2018,12,2
3158,2/26/2018,13,9
3159,2/26/2018,14,14
3160,2/26/2018,15,6
3161,2/26/2018,16,11
3162,2/26/2018,18,3
3163,2/26/2018,19,3
3164,2/26/2018,20,1
3165,2/26/2018,21,1
3166,2/26/2018,22,3
3167,2/26/2018,23,1
3168,2/27/2018,0,1
3169,2/27/2018,1,1
3170,2/27/2018,3,1
3171,2/27/2018,5,3
3172,2/27/2018,7,2
3173,2/27/2018,8,3
3174,2/27/2018,9,14
3175,2/27/2018,11,4
3176,2/27/2018,12,9
3177,2/27/2018,13,11
3178,2/27/2018,14,10
3179,2/27/2018,15,2
3180,2/27/2018,16,3
3181,2/27/2018,17,13
3182,2/27/2018,18,8
3183,2/27/2018,20,2
3184,2/27/2018,21,3
3185,2/27/2018,22,5
3186,2/27/2018,23,3
3187,2/28/2018,0,4
3188,2/28/2018,1,2
3189,2/28/2018,2,1
3190,2/28/2018,3,1
3191,2/28/2018,5,4
3192,2/28/2018,6,7
3193,2/28/2018,7,14
3194,2/28/2018,8,13
3195,2/28/2018,9,6
3196,2/28/2018,10,4
3197,2/28/2018,11,8
3198,2/28/2018,12,8
3199,2/28/2018,13,14
3200,2/28/2018,14,8
3201,2/28/2018,15,4
3202,2/28/2018,16,2
3203,2/28/2018,17,2
3204,2/28/2018,18,9
3205,2/28/2018,19,10
3206,2/3/2018,0,2
3207,2/3/2018,1,3
3208,2/3/2018,2,3
3209,2/3/2018,3,2
3210,2/3/2018,4,2
3211,2/3/2018,5,2
3212,2/3/2018,6,5
3213,2/3/2018,7,4
3214,2/3/2018,8,10
3215,2/3/2018,9,11
3216,2/3/2018,10,9
3217,2/3/2018,11,3
3218,2/3/2018,12,8
3219,2/3/2018,13,12
3220,2/3/2018,14,6
3221,2/3/2018,15,4
3222,2/3/2018,16,16
3223,2/3/2018,17,2
3224,2/3/2018,18,12
3225,2/3/2018,19,7
3226,2/3/2018,20,7
3227,2/3/2018,21,3
3228,2/3/2018,22,7
3229,2/3/2018,23,3
3230,2/4/2018,0,4
3231,2/4/2018,1,5
3232,2/4/2018,2,5
3233,2/4/2018,3,3
3234,2/4/2018,4,7
3235,2/4/2018,6,3
3236,2/4/2018,7,1
3237,2/4/2018,8,4
3238,2/4/2018,9,6
3239,2/4/2018,10,3
3240,2/4/2018,11,11
3241,2/4/2018,12,8
3242,2/4/2018,13,7
3243,2/4/2018,14,15
3244,2/4/2018,15,12
3245,2/4/2018,16,12
3246,2/4/2018,17,11
3247,2/4/2018,18,6
3248,2/4/2018,19,10
3249,2/4/2018,20,3
3250,2/4/2018,21,5
3251,2/4/2018,22,7
3252,2/4/2018,23,4
3253,2/5/2018,0,1
3254,2/5/2018,1,3
3255,2/5/2018,6,7
3256,2/5/2018,7,9
3257,2/5/2018,8,16
3258,2/5/2018,9,5
3259,2/5/2018,10,8
3260,2/5/2018,11,7
3261,2/5/2018,12,12
3262,2/5/2018,13,11
3263,2/5/2018,14,12
3264,2/5/2018,15,15
3265,2/5/2018,16,19
3266,2/5/2018,17,18
3267,2/5/2018,18,17
3268,2/5/2018,19,10
3269,2/5/2018,20,1
3270,2/5/2018,21,3
3271,2/5/2018,22,5
3272,2/5/2018,23,2
3273,2/6/2018,3,1
3274,2/6/2018,5,1
3275,2/6/2018,6,11
3276,2/6/2018,7,19
3277,2/6/2018,8,18
3278,2/6/2018,9,13
3279,2/6/2018,10,10
3280,2/6/2018,11,13
3281,2/6/2018,12,7
3282,2/6/2018,13,5
3283,2/6/2018,14,11
3284,2/6/2018,15,13
3285,2/6/2018,16,26
3286,2/6/2018,17,18
3287,2/6/2018,18,12
3288,2/6/2018,19,11
3289,2/6/2018,20,11
3290,2/6/2018,21,5
3291,2/6/2018,22,4
3292,2/6/2018,23,2
3293,2/7/2018,0,1
3294,2/7/2018,2,1
3295,2/7/2018,3,1
3296,2/7/2018,5,4
3297,2/7/2018,6,5
3298,2/7/2018,7,8
3299,2/7/2018,8,15
3300,2/7/2018,9,12
3301,2/7/2018,10,9
3302,2/7/2018,11,9
3303,2/7/2018,12,9
3304,2/7/2018,13,8
3305,2/7/2018,14,15
3306,2/7/2018,15,10
3307,2/7/2018,16,10
3308,2/7/2018,17,11
3309,2/7/2018,18,11
3310,2/7/2018,19,9
3311,2/7/2018,20,8
3312,2/7/2018,21,2
3313,2/7/2018,22,8
3314,2/7/2018,23,3
3315,2/8/2018,0,2
3316,2/8/2018,1,4
3317,2/8/2018,3,5
3318,2/8/2018,4,2
3319,2/8/2018,5,5
3320,2/8/2018,6,2
3321,2/8/2018,7,20
3322,2/8/2018,8,16
3323,2/8/2018,9,13
3324,2/8/2018,10,14
3325,2/8/2018,11,13
3326,2/8/2018,12,10
3327,2/8/2018,13,10
3328,2/8/2018,14,13
3329,2/8/2018,15,14
3330,2/8/2018,16,9
3331,2/8/2018,17,16
3332,2/8/2018,18,16
3333,2/8/2018,19,7
3334,2/8/2018,20,3
3335,2/8/2018,21,4
3336,2/8/2018,22,6
3337,2/8/2018,23,6
3338,2/9/2018,0,4
3339,2/9/2018,1,4
3340,2/9/2018,2,3
3341,2/9/2018,3,1
3342,2/9/2018,4,2
3343,2/9/2018,5,2
3344,2/9/2018,6,6
3345,2/9/2018,7,6
3346,2/9/2018,8,12
3347,2/9/2018,9,14
3348,2/9/2018,10,11
3349,2/9/2018,11,8
3350,2/9/2018,12,12
3351,2/9/2018,13,11
3352,2/9/2018,14,8
3353,2/9/2018,15,6
3354,2/9/2018,16,14
3355,2/9/2018,17,21
3356,2/9/2018,18,10
3357,2/9/2018,19,20
3358,2/9/2018,20,6
3359,2/9/2018,21,7
3360,2/9/2018,22,5
3361,2/9/2018,23,9
3362,3/1/2018,0,1
3363,3/1/2018,1,2
3364,3/1/2018,2,3
3365,3/1/2018,3,3
3366,3/1/2018,4,1
3367,3/1/2018,5,2
3368,3/1/2018,7,8
3369,3/1/2018,8,1
3370,3/1/2018,9,3
3371,3/1/2018,10,2
3372,3/1/2018,11,7
3373,3/1/2018,12,24
3374,3/1/2018,13,10
3375,3/1/2018,14,16
3376,3/1/2018,15,2
3377,3/1/2018,17,3
3378,3/1/2018,18,5
3379,3/1/2018,19,15
3380,3/1/2018,20,4
3381,3/1/2018,21,5
3382,3/1/2018,22,5
3383,3/1/2018,23,5
3384,3/10/2018,0,7
3385,3/10/2018,1,5
3386,3/10/2018,2,10
3387,3/10/2018,3,2
3388,3/10/2018,4,7
3389,3/10/2018,5,3
3390,3/10/2018,6,3
3391,3/10/2018,7,3
3392,3/10/2018,8,12
3393,3/10/2018,9,4
3394,3/10/2018,10,13
3395,3/10/2018,11,11
3396,3/10/2018,12,11
3397,3/10/2018,13,14
3398,3/10/2018,14,17
3399,3/10/2018,15,15
3400,3/10/2018,16,18
3401,3/10/2018,17,17
3402,3/10/2018,18,12
3403,3/10/2018,19,21
3404,3/10/2018,20,9
3405,3/10/2018,21,7
3406,3/10/2018,22,7
3407,3/10/2018,23,3
3408,3/11/2018,0,7
3409,3/11/2018,1,6
3410,3/11/2018,3,6
3411,3/11/2018,4,6
3412,3/11/2018,5,6
3413,3/11/2018,6,1
3414,3/11/2018,7,1
3415,3/11/2018,8,8
3416,3/11/2018,9,10
3417,3/11/2018,10,7
3418,3/11/2018,11,12
3419,3/11/2018,12,6
3420,3/11/2018,13,12
3421,3/11/2018,14,15
3422,3/11/2018,15,11
3423,3/11/2018,16,9
3424,3/11/2018,17,12
3425,3/11/2018,18,9
3426,3/11/2018,19,7
3427,3/11/2018,20,8
3428,3/11/2018,21,4
3429,3/11/2018,22,4
3430,3/11/2018,23,8
3431,3/12/2018,0,1
3432,3/12/2018,1,4
3433,3/12/2018,2,2
3434,3/12/2018,3,3
3435,3/12/2018,4,1
3436,3/12/2018,5,4
3437,3/12/2018,6,4
3438,3/12/2018,7,4
3439,3/12/2018,8,10
3440,3/12/2018,9,12
3441,3/12/2018,10,7
3442,3/12/2018,11,8
3443,3/12/2018,12,11
3444,3/12/2018,13,16
3445,3/12/2018,14,10
3446,3/12/2018,15,16
3447,3/12/2018,16,19
3448,3/12/2018,17,19
3449,3/12/2018,18,18
3450,3/12/2018,19,8
3451,3/12/2018,20,5
3452,3/12/2018,21,6
3453,3/12/2018,22,5
3454,3/12/2018,23,4
3455,3/13/2018,0,1
3456,3/13/2018,1,2
3457,3/13/2018,4,2
3458,3/13/2018,5,2
3459,3/13/2018,6,4
3460,3/13/2018,7,8
3461,3/13/2018,8,8
3462,3/13/2018,9,10
3463,3/13/2018,10,5
3464,3/13/2018,11,18
3465,3/13/2018,12,9
3466,3/13/2018,13,5
3467,3/13/2018,14,9
3468,3/13/2018,15,11
3469,3/13/2018,16,16
3470,3/13/2018,17,16
3471,3/13/2018,18,6
3472,3/13/2018,19,12
3473,3/13/2018,20,3
3474,3/13/2018,21,2
3475,3/13/2018,22,3
3476,3/13/2018,23,4
3477,3/14/2018,0,7
3478,3/14/2018,1,1
3479,3/14/2018,2,2
3480,3/14/2018,4,1
3481,3/14/2018,5,4
3482,3/14/2018,6,5
3483,3/14/2018,7,10
3484,3/14/2018,8,8
3485,3/14/2018,9,12
3486,3/14/2018,10,5
3487,3/14/2018,11,9
3488,3/14/2018,12,12
3489,3/14/2018,13,17
3490,3/14/2018,14,6
3491,3/14/2018,15,14
3492,3/14/2018,16,17
3493,3/14/2018,17,19
3494,3/14/2018,18,8
3495,3/14/2018,19,6
3496,3/14/2018,20,7
3497,3/14/2018,21,10
3498,3/14/2018,22,2
3499,3/14/2018,23,3
3500,3/15/2018,0,1
3501,3/15/2018,1,3
3502,3/15/2018,2,3
3503,3/15/2018,3,4
3504,3/15/2018,4,1
3505,3/15/2018,5,2
3506,3/15/2018,6,11
3507,3/15/2018,7,9
3508,3/15/2018,8,6
3509,3/15/2018,9,4
3510,3/15/2018,10,14
3511,3/15/2018,11,12
3512,3/15/2018,12,13
3513,3/15/2018,13,17
3514,3/15/2018,14,18
3515,3/15/2018,15,7
3516,3/15/2018,16,19
3517,3/15/2018,17,2
3518,3/15/2018,18,12
3519,3/15/2018,19,9
3520,3/15/2018,20,9
3521,3/15/2018,21,7
3522,3/15/2018,22,4
3523,3/15/2018,23,5
3524,3/16/2018,0,4
3525,3/16/2018,1,2
3526,3/16/2018,2,2
3527,3/16/2018,3,1
3528,3/16/2018,4,2
3529,3/16/2018,5,3
3530,3/16/2018,6,6
3531,3/16/2018,7,7
3532,3/16/2018,8,17
3533,3/16/2018,9,6
3534,3/16/2018,10,17
3535,3/16/2018,11,12
3536,3/16/2018,12,13
3537,3/16/2018,13,17
3538,3/16/2018,14,20
3539,3/16/2018,15,14
3540,3/16/2018,16,30
3541,3/16/2018,17,27
3542,3/16/2018,18,11
3543,3/16/2018,19,16
3544,3/16/2018,20,9
3545,3/16/2018,21,15
3546,3/16/2018,22,12
3547,3/16/2018,23,5
3548,3/17/2018,0,4
3549,3/17/2018,1,7
3550,3/17/2018,2,3
3551,3/17/2018,3,4
3552,3/17/2018,4,2
3553,3/17/2018,5,3
3554,3/17/2018,6,5
3555,3/17/2018,7,5
3556,3/17/2018,8,2
3557,3/17/2018,9,9
3558,3/17/2018,10,5
3559,3/17/2018,11,12
3560,3/17/2018,12,9
3561,3/17/2018,13,10
3562,3/17/2018,14,18
3563,3/17/2018,15,9
3564,3/17/2018,16,11
3565,3/17/2018,17,10
3566,3/17/2018,18,9
3567,3/17/2018,19,15
3568,3/17/2018,20,12
3569,3/17/2018,21,10
3570,3/17/2018,22,5
3571,3/17/2018,23,6
3572,3/18/2018,0,10
3573,3/18/2018,1,6
3574,3/18/2018,2,17
3575,3/18/2018,3,6
3576,3/18/2018,5,6
3577,3/18/2018,6,5
3578,3/18/2018,7,7
3579,3/18/2018,8,6
3580,3/18/2018,9,2
3581,3/18/2018,10,4
3582,3/18/2018,11,7
3583,3/18/2018,12,6
3584,3/18/2018,13,9
3585,3/18/2018,14,10
3586,3/18/2018,15,10
3587,3/18/2018,16,11
3588,3/18/2018,17,10
3589,3/18/2018,18,11
3590,3/18/2018,19,7
3591,3/18/2018,20,8
3592,3/18/2018,21,3
3593,3/18/2018,22,7
3594,3/18/2018,23,6
3595,3/19/2018,0,1
3596,3/19/2018,2,4
3597,3/19/2018,3,2
3598,3/19/2018,5,2
3599,3/19/2018,6,6
3600,3/19/2018,7,7
3601,3/19/2018,8,11
3602,3/19/2018,9,10
3603,3/19/2018,10,5
3604,3/19/2018,11,18
3605,3/19/2018,12,6
3606,3/19/2018,13,10
3607,3/19/2018,14,12
3608,3/19/2018,15,17
3609,3/19/2018,16,24
3610,3/19/2018,17,14
3611,3/19/2018,18,21
3612,3/19/2018,19,11
3613,3/19/2018,20,8
3614,3/19/2018,21,8
3615,3/19/2018,22,5
3616,3/19/2018,23,3
3617,3/2/2018,0,7
3618,3/2/2018,1,1
3619,3/2/2018,4,1
3620,3/2/2018,5,2
3621,3/2/2018,6,6
3622,3/2/2018,7,4
3623,3/2/2018,8,4
3624,3/2/2018,9,1
3625,3/2/2018,10,2
3626,3/2/2018,11,6
3627,3/2/2018,12,13
3628,3/2/2018,13,15
3629,3/2/2018,14,2
3630,3/2/2018,15,11
3631,3/2/2018,16,24
3632,3/2/2018,17,16
3633,3/2/2018,18,9
3634,3/2/2018,19,8
3635,3/2/2018,20,10
3636,3/2/2018,21,11
3637,3/2/2018,22,8
3638,3/20/2018,0,2
3639,3/20/2018,1,1
3640,3/20/2018,2,1
3641,3/20/2018,3,1
3642,3/20/2018,5,3
3643,3/20/2018,6,7
3644,3/20/2018,7,13
3645,3/20/2018,8,18
3646,3/20/2018,9,15
3647,3/20/2018,10,11
3648,3/20/2018,11,14
3649,3/20/2018,12,16
3650,3/20/2018,13,11
3651,3/20/2018,14,17
3652,3/20/2018,15,10
3653,3/20/2018,16,13
3654,3/20/2018,17,25
3655,3/20/2018,18,13
3656,3/20/2018,19,13
3657,3/20/2018,20,10
3658,3/20/2018,21,8
3659,3/20/2018,22,5
3660,3/20/2018,23,4
3661,3/21/2018,0,3
3662,3/21/2018,1,2
3663,3/21/2018,2,1
3664,3/21/2018,4,2
3665,3/21/2018,5,2
3666,3/21/2018,6,12
3667,3/21/2018,7,12
3668,3/21/2018,8,14
3669,3/21/2018,9,11
3670,3/21/2018,10,13
3671,3/21/2018,11,12
3672,3/21/2018,12,10
3673,3/21/2018,13,13
3674,3/21/2018,14,13
3675,3/21/2018,15,17
3676,3/21/2018,16,14
3677,3/21/2018,17,22
3678,3/21/2018,18,12
3679,3/21/2018,19,14
3680,3/21/2018,20,8
3681,3/21/2018,21,6
3682,3/21/2018,22,6
3683,3/21/2018,23,4
3684,3/22/2018,0,4
3685,3/22/2018,1,1
3686,3/22/2018,2,1
3687,3/22/2018,4,1
3688,3/22/2018,6,9
3689,3/22/2018,7,20
3690,3/22/2018,8,18
3691,3/22/2018,9,16
3692,3/22/2018,10,9
3693,3/22/2018,11,3
3694,3/22/2018,12,10
3695,3/22/2018,13,15
3696,3/22/2018,14,15
3697,3/22/2018,15,17
3698,3/22/2018,16,23
3699,3/22/2018,17,19
3700,3/22/2018,18,19
3701,3/22/2018,19,11
3702,3/22/2018,20,6
3703,3/22/2018,21,7
3704,3/22/2018,22,7
3705,3/22/2018,23,4
3706,3/23/2018,0,4
3707,3/23/2018,1,2
3708,3/23/2018,2,6
3709,3/23/2018,3,1
3710,3/23/2018,4,1
3711,3/23/2018,6,11
3712,3/23/2018,7,11
3713,3/23/2018,8,15
3714,3/23/2018,9,14
3715,3/23/2018,10,11
3716,3/23/2018,11,14
3717,3/23/2018,12,11
3718,3/23/2018,13,16
3719,3/23/2018,14,14
3720,3/23/2018,15,20
3721,3/23/2018,16,21
3722,3/23/2018,17,26
3723,3/23/2018,18,9
3724,3/23/2018,19,11
3725,3/23/2018,20,11
3726,3/23/2018,21,7
3727,3/23/2018,22,7
3728,3/23/2018,23,7
3729,3/24/2018,0,5
3730,3/24/2018,1,4
3731,3/24/2018,2,10
3732,3/24/2018,4,2
3733,3/24/2018,6,2
3734,3/24/2018,7,1
3735,3/24/2018,8,3
3736,3/24/2018,9,9
3737,3/24/2018,10,4
3738,3/24/2018,11,13
3739,3/24/2018,12,13
3740,3/24/2018,13,8
3741,3/24/2018,14,16
3742,3/24/2018,15,14
3743,3/24/2018,16,5
3744,3/24/2018,17,14
3745,3/24/2018,18,9
3746,3/24/2018,19,9
3747,3/24/2018,20,6
3748,3/24/2018,21,10
3749,3/24/2018,22,13
3750,3/24/2018,23,12
3751,3/25/2018,0,5
3752,3/25/2018,1,2
3753,3/25/2018,2,5
3754,3/25/2018,3,2
3755,3/25/2018,4,1
3756,3/25/2018,5,1
3757,3/25/2018,6,4
3758,3/25/2018,7,7
3759,3/25/2018,8,10
3760,3/25/2018,9,13
3761,3/25/2018,10,9
3762,3/25/2018,11,4
3763,3/25/2018,12,7
3764,3/25/2018,13,11
3765,3/25/2018,14,10
3766,3/25/2018,15,7
3767,3/25/2018,16,14
3768,3/25/2018,17,12
3769,3/25/2018,18,10
3770,3/25/2018,19,11
3771,3/25/2018,20,7
3772,3/25/2018,21,5
3773,3/25/2018,22,5
3774,3/25/2018,23,1
3775,3/26/2018,0,2
3776,3/26/2018,1,1
3777,3/26/2018,2,3
3778,3/26/2018,3,1
3779,3/26/2018,5,5
3780,3/26/2018,6,2
3781,3/26/2018,7,13
3782,3/26/2018,8,7
3783,3/26/2018,9,8
3784,3/26/2018,10,4
3785,3/26/2018,11,7
3786,3/26/2018,12,12
3787,3/26/2018,13,13
3788,3/26/2018,14,19
3789,3/26/2018,15,18
3790,3/26/2018,16,24
3791,3/26/2018,17,19
3792,3/26/2018,18,17
3793,3/26/2018,19,9
3794,3/26/2018,20,6
3795,3/26/2018,21,7
3796,3/26/2018,22,7
3797,3/26/2018,23,3
3798,3/27/2018,0,1
3799,3/27/2018,1,2
3800,3/27/2018,2,3
3801,3/27/2018,3,1
3802,3/27/2018,4,1
3803,3/27/2018,5,1
3804,3/27/2018,6,6
3805,3/27/2018,7,9
3806,3/27/2018,8,25
3807,3/27/2018,9,11
3808,3/27/2018,10,10
3809,3/27/2018,11,13
3810,3/27/2018,12,11
3811,3/27/2018,13,14
3812,3/27/2018,14,11
3813,3/27/2018,15,10
3814,3/27/2018,16,12
3815,3/27/2018,17,26
3816,3/27/2018,18,29
3817,3/27/2018,19,12
3818,3/27/2018,20,8
3819,3/27/2018,21,6
3820,3/27/2018,22,9
3821,3/27/2018,23,1
3822,3/28/2018,2,1
3823,3/28/2018,3,1
3824,3/28/2018,4,4
3825,3/28/2018,5,12
3826,3/28/2018,6,3
3827,3/28/2018,7,5
3828,3/28/2018,8,8
3829,3/28/2018,9,6
3830,3/28/2018,10,16
3831,3/28/2018,11,20
3832,3/28/2018,12,19
3833,3/28/2018,13,14
3834,3/28/2018,14,11
3835,3/28/2018,15,10
3836,3/28/2018,16,11
3837,3/28/2018,17,7
3838,3/28/2018,18,8
3839,3/28/2018,19,11
3840,3/28/2018,20,6
3841,3/28/2018,21,2
3842,3/28/2018,22,4
3843,3/28/2018,23,5
3844,3/29/2018,0,4
3845,3/29/2018,2,5
3846,3/29/2018,3,3
3847,3/29/2018,4,1
3848,3/29/2018,5,3
3849,3/29/2018,6,7
3850,3/29/2018,7,23
3851,3/29/2018,8,18
3852,3/29/2018,9,11
3853,3/29/2018,10,7
3854,3/29/2018,11,7
3855,3/29/2018,12,7
3856,3/29/2018,13,13
3857,3/29/2018,14,29
3858,3/29/2018,15,17
3859,3/29/2018,16,30
3860,3/29/2018,17,22
3861,3/29/2018,18,22
3862,3/29/2018,19,12
3863,3/29/2018,20,7
3864,3/29/2018,21,2
3865,3/29/2018,22,5
3866,3/29/2018,23,7
3867,3/3/2018,0,4
3868,3/3/2018,1,2
3869,3/3/2018,2,2
3870,3/3/2018,3,1
3871,3/3/2018,4,2
3872,3/3/2018,6,3
3873,3/3/2018,7,5
3874,3/3/2018,8,7
3875,3/3/2018,9,9
3876,3/3/2018,19,1
3877,3/3/2018,20,1
3878,3/3/2018,21,6
3879,3/3/2018,22,3
3880,3/3/2018,23,3
3881,3/30/2018,0,4
3882,3/30/2018,1,1
3883,3/30/2018,2,6
3884,3/30/2018,4,1
3885,3/30/2018,5,1
3886,3/30/2018,6,7
3887,3/30/2018,7,12
3888,3/30/2018,8,14
3889,3/30/2018,9,11
3890,3/30/2018,10,14
3891,3/30/2018,11,14
3892,3/30/2018,12,15
3893,3/30/2018,13,19
3894,3/30/2018,14,10
3895,3/30/2018,15,9
3896,3/30/2018,16,13
3897,3/30/2018,17,4
3898,3/30/2018,18,7
3899,3/30/2018,19,13
3900,3/30/2018,20,9
3901,3/30/2018,21,14
3902,3/30/2018,22,6
3903,3/30/2018,23,3
3904,3/31/2018,0,2
3905,3/31/2018,1,4
3906,3/31/2018,2,4
3907,3/31/2018,3,4
3908,3/31/2018,4,4
3909,3/31/2018,5,1
3910,3/31/2018,6,3
3911,3/31/2018,7,3
3912,3/31/2018,8,7
3913,3/31/2018,9,8
3914,3/31/2018,10,6
3915,3/31/2018,11,14
3916,3/31/2018,12,12
3917,3/31/2018,13,9
3918,3/31/2018,14,16
3919,3/31/2018,15,10
3920,3/31/2018,16,9
3921,3/31/2018,17,13
3922,3/31/2018,18,7
3923,3/31/2018,19,13
3924,3/31/2018,20,10
3925,3/31/2018,21,12
3926,3/31/2018,22,7
3927,3/31/2018,23,8
3928,3/4/2018,5,1
3929,3/4/2018,7,1
3930,3/4/2018,8,7
3931,3/4/2018,9,4
3932,3/4/2018,10,5
3933,3/4/2018,11,8
3934,3/4/2018,12,8
3935,3/4/2018,13,3
3936,3/4/2018,16,1
3937,3/4/2018,17,3
3938,3/4/2018,18,3
3939,3/4/2018,19,4
3940,3/4/2018,21,1
3941,3/4/2018,22,1
3942,3/4/2018,23,3
3943,3/5/2018,8,1
3944,3/5/2018,9,5
3945,3/5/2018,10,4
3946,3/5/2018,11,3
3947,3/5/2018,12,4
3948,3/5/2018,13,7
3949,3/5/2018,14,11
3950,3/5/2018,15,10
3951,3/5/2018,16,11
3952,3/5/2018,17,15
3953,3/5/2018,18,10
3954,3/5/2018,19,14
3955,3/5/2018,20,7
3956,3/5/2018,21,6
3957,3/5/2018,22,3
3958,3/5/2018,23,6
3959,3/6/2018,0,2
3960,3/6/2018,1,2
3961,3/6/2018,3,2
3962,3/6/2018,6,2
3963,3/6/2018,7,11
3964,3/6/2018,8,14
3965,3/6/2018,9,10
3966,3/6/2018,10,10
3967,3/6/2018,11,9
3968,3/6/2018,12,17
3969,3/6/2018,13,12
3970,3/6/2018,14,14
3971,3/6/2018,15,19
3972,3/6/2018,16,9
3973,3/6/2018,17,16
3974,3/6/2018,18,12
3975,3/6/2018,19,9
3976,3/6/2018,20,7
3977,3/6/2018,21,4
3978,3/6/2018,22,3
3979,3/6/2018,23,2
3980,3/7/2018,0,3
3981,3/7/2018,1,1
3982,3/7/2018,2,2
3983,3/7/2018,3,2
3984,3/7/2018,5,1
3985,3/7/2018,6,6
3986,3/7/2018,7,24
3987,3/7/2018,8,25
3988,3/7/2018,9,14
3989,3/7/2018,10,11
3990,3/7/2018,11,11
3991,3/7/2018,12,5
3992,3/7/2018,13,13
3993,3/7/2018,14,13
3994,3/7/2018,15,14
3995,3/7/2018,16,18
3996,3/7/2018,17,19
3997,3/7/2018,18,5
3998,3/7/2018,19,9
3999,3/7/2018,20,3
4000,3/7/2018,21,5
4001,3/7/2018,22,7
4002,3/7/2018,23,3
4003,3/8/2018,0,5
4004,3/8/2018,1,1
4005,3/8/2018,2,6
4006,3/8/2018,3,1
4007,3/8/2018,4,2
4008,3/8/2018,5,2
4009,3/8/2018,6,11
4010,3/8/2018,7,11
4011,3/8/2018,8,16
4012,3/8/2018,9,8
4013,3/8/2018,10,12
4014,3/8/2018,11,14
4015,3/8/2018,12,14
4016,3/8/2018,13,17
4017,3/8/2018,14,11
4018,3/8/2018,15,17
4019,3/8/2018,16,16
4020,3/8/2018,17,21
4021,3/8/2018,18,23
4022,3/8/2018,19,13
4023,3/8/2018,20,5
4024,3/8/2018,21,7
4025,3/8/2018,22,6
4026,3/8/2018,23,6
4027,3/9/2018,0,3
4028,3/9/2018,1,3
4029,3/9/2018,2,2
4030,3/9/2018,3,4
4031,3/9/2018,4,3
4032,3/9/2018,5,1
4033,3/9/2018,6,6
4034,3/9/2018,7,7
4035,3/9/2018,8,10
4036,3/9/2018,9,9
4037,3/9/2018,10,9
4038,3/9/2018,11,14
4039,3/9/2018,12,14
4040,3/9/2018,13,19
4041,3/9/2018,14,18
4042,3/9/2018,15,16
4043,3/9/2018,16,22
4044,3/9/2018,17,9
4045,3/9/2018,18,21
4046,3/9/2018,19,5
4047,3/9/2018,20,11
4048,3/9/2018,21,8
4049,3/9/2018,22,5
4050,3/9/2018,23,7
4051,4/1/2018,0,5
4052,4/1/2018,1,6
4053,4/1/2018,2,10
4054,4/1/2018,3,1
4055,4/1/2018,4,4
4056,4/1/2018,5,2
