,Date,Hour,Number_of_Incidents
6053,6/7/2018,2,1
6054,6/7/2018,3,4
6055,6/7/2018,4,1
6056,6/7/2018,5,4
6057,6/7/2018,6,6
6058,6/7/2018,7,11
6059,6/7/2018,8,16
6060,6/7/2018,9,11
6061,6/7/2018,10,14
6062,6/7/2018,11,6
6063,6/7/2018,12,16
6064,6/7/2018,13,14
6065,6/7/2018,14,13
6066,6/7/2018,15,13
6067,6/7/2018,16,16
6068,6/7/2018,17,17
6069,6/7/2018,18,9
6070,6/7/2018,22,1
6071,6/7/2018,23,2
6072,6/8/2018,0,1
6073,6/8/2018,1,2
6074,6/8/2018,2,2
6075,6/8/2018,3,1
6076,6/8/2018,6,9
6077,6/8/2018,7,8
6078,6/8/2018,8,10
6079,6/8/2018,9,14
6080,6/8/2018,10,12
6081,6/8/2018,11,17
6082,6/8/2018,12,11
6083,6/8/2018,13,17
6084,6/8/2018,14,15
6085,6/8/2018,15,19
6086,6/8/2018,16,26
6087,6/8/2018,17,24
6088,6/8/2018,18,18
6089,6/8/2018,23,2
6090,6/9/2018,0,2
6091,6/9/2018,1,4
6092,6/9/2018,2,4
6093,6/9/2018,3,1
6094,6/9/2018,4,2
6095,6/9/2018,5,3
6096,6/9/2018,6,1
6097,6/9/2018,7,1
6098,6/9/2018,13,1
6099,6/9/2018,14,1
6100,6/9/2018,15,5
6101,6/9/2018,16,12
6102,6/9/2018,17,21
6103,6/9/2018,18,5
6104,6/9/2018,23,4
6105,7/1/2018,0,10
6106,7/1/2018,1,7
6107,7/1/2018,2,11
6108,7/1/2018,3,7
6109,7/1/2018,4,7
6110,7/1/2018,5,4
6111,7/1/2018,6,3
6112,7/1/2018,7,3
6113,7/1/2018,9,3
6114,7/1/2018,10,1
6115,7/1/2018,11,2
6116,7/1/2018,12,2
6117,7/1/2018,13,5
6118,7/1/2018,14,6
6119,7/1/2018,15,9
6120,7/1/2018,16,3
6121,7/1/2018,17,3
6122,7/1/2018,18,15
6123,7/1/2018,19,10
6124,7/1/2018,20,14
6125,7/1/2018,21,7
6126,7/1/2018,22,8
6127,7/1/2018,23,5
6128,7/10/2018,0,10
6129,7/10/2018,1,3
6130,7/10/2018,2,7
6131,7/10/2018,3,3
6132,7/10/2018,4,3
6133,7/10/2018,5,2
6134,7/10/2018,6,2
6135,7/10/2018,8,3
6136,7/10/2018,10,1
6137,7/10/2018,11,9
6138,7/10/2018,12,14
6139,7/10/2018,13,7
6140,7/10/2018,14,9
6141,7/10/2018,15,6
6142,7/10/2018,16,13
6143,7/10/2018,17,14
6144,7/10/2018,18,16
6145,7/10/2018,19,16
6146,7/10/2018,20,11
6147,7/10/2018,21,15
6148,7/10/2018,22,14
6149,7/10/2018,23,11
6150,7/11/2018,0,12
6151,7/11/2018,1,10
6152,7/11/2018,2,8
6153,7/11/2018,3,5
6154,7/11/2018,4,3
6155,7/11/2018,5,2
6156,7/11/2018,6,5
6157,7/11/2018,7,1
6158,7/11/2018,10,6
6159,7/11/2018,11,12
6160,7/11/2018,12,9
6161,7/11/2018,13,19
6162,7/11/2018,14,6
6163,7/11/2018,15,8
6164,7/11/2018,16,15
6165,7/11/2018,17,12
6166,7/11/2018,18,9
6167,7/11/2018,19,10
6168,7/11/2018,20,12
6169,7/11/2018,21,16
6170,7/11/2018,22,22
6171,7/11/2018,23,9
6172,7/12/2018,0,6
6173,7/12/2018,1,9
6174,7/12/2018,2,10
6175,7/12/2018,3,8
6176,7/12/2018,4,5
6177,7/12/2018,5,2
6178,7/12/2018,6,1
6179,7/12/2018,7,2
6180,7/12/2018,9,4
6181,7/12/2018,10,3
6182,7/12/2018,11,6
6183,7/12/2018,12,14
6184,7/12/2018,13,11
6185,7/12/2018,14,13
6186,7/12/2018,15,10
6187,7/12/2018,16,12
6188,7/12/2018,17,14
6189,7/12/2018,18,10
6190,7/12/2018,19,14
6191,7/12/2018,20,13
6192,7/12/2018,21,14
6193,7/12/2018,22,24
6194,7/12/2018,23,14
6195,7/13/2018,0,10
6196,7/13/2018,1,2
6197,7/13/2018,2,10
6198,7/13/2018,3,7
6199,7/13/2018,4,4
6200,7/13/2018,5,4
6201,7/13/2018,6,1
6202,7/13/2018,7,1
6203,7/13/2018,8,2
6204,7/13/2018,9,3
6205,7/13/2018,10,1
6206,7/13/2018,11,10
6207,7/13/2018,12,21
6208,7/13/2018,13,10
6209,7/13/2018,14,10
6210,7/13/2018,15,10
6211,7/13/2018,16,12
6212,7/13/2018,17,8
6213,7/13/2018,18,18
6214,7/13/2018,19,13
6215,7/13/2018,20,16
6216,7/13/2018,21,15
6217,7/13/2018,22,18
6218,7/13/2018,23,8
6219,7/14/2018,0,11
6220,7/14/2018,1,6
6221,7/14/2018,2,6
6222,7/14/2018,3,9
6223,7/14/2018,4,8
6224,7/14/2018,6,8
6225,7/14/2018,7,2
6226,7/14/2018,8,4
6227,7/14/2018,9,1
6228,7/14/2018,10,1
6229,7/14/2018,11,2
6230,7/14/2018,12,4
6231,7/14/2018,13,8
6232,7/14/2018,14,12
6233,7/14/2018,15,13
6234,7/14/2018,16,11
6235,7/14/2018,17,11
6236,7/14/2018,18,17
6237,7/14/2018,19,8
6238,7/14/2018,20,9
6239,7/14/2018,21,11
6240,7/14/2018,22,10
6241,7/14/2018,23,10
6242,7/15/2018,0,13
6243,7/15/2018,1,19
6244,7/15/2018,2,19
6245,7/15/2018,3,10
6246,7/15/2018,4,4
6247,7/15/2018,5,3
6248,7/15/2018,6,2
6249,7/15/2018,7,10
6250,7/15/2018,8,4
6251,7/15/2018,9,1
6252,7/15/2018,10,3
6253,7/15/2018,11,1
6254,7/15/2018,12,4
6255,7/15/2018,13,3
6256,7/15/2018,14,12
6257,7/15/2018,15,5
6258,7/15/2018,16,8
6259,7/15/2018,17,7
6260,7/15/2018,18,10
6261,7/15/2018,19,11
6262,7/15/2018,20,8
6263,7/15/2018,21,13
6264,7/15/2018,22,6
6265,7/15/2018,23,6
6266,7/16/2018,0,6
6267,7/16/2018,1,8
6268,7/16/2018,2,6
6269,7/16/2018,3,4
6270,7/16/2018,4,3
6271,7/16/2018,5,2
6272,7/16/2018,6,4
6273,7/16/2018,7,1
6274,7/16/2018,9,1
6275,7/16/2018,10,3
6276,7/16/2018,11,5
6277,7/16/2018,12,9
6278,7/16/2018,13,13
6279,7/16/2018,14,4
6280,7/16/2018,15,9
6281,7/16/2018,16,16
6282,7/16/2018,17,14
6283,7/16/2018,18,7
6284,7/16/2018,19,11
6285,7/16/2018,20,15
6286,7/16/2018,21,7
6287,7/16/2018,22,20
6288,7/16/2018,23,11
6289,7/17/2018,0,11
6290,7/17/2018,1,4
6291,7/17/2018,2,7
6292,7/17/2018,3,1
6293,7/17/2018,4,4
6294,7/17/2018,5,4
6295,7/17/2018,6,1
6296,7/17/2018,7,3
6297,7/17/2018,9,2
6298,7/17/2018,10,2
6299,7/17/2018,11,11
6300,7/17/2018,12,5
6301,7/17/2018,13,9
6302,7/17/2018,14,3
6303,7/17/2018,15,21
6304,7/17/2018,16,12
6305,7/17/2018,17,16
6306,7/17/2018,18,15
6307,7/17/2018,19,13
6308,7/17/2018,20,13
6309,7/17/2018,21,12
6310,7/17/2018,22,17
6311,7/17/2018,23,14
6312,7/18/2018,0,12
6313,7/18/2018,1,8
6314,7/18/2018,2,12
6315,7/18/2018,3,2
6316,7/18/2018,4,2
6317,7/18/2018,5,2
6318,7/18/2018,6,3
6319,7/18/2018,7,1
6320,7/18/2018,9,1
6321,7/18/2018,10,4
6322,7/18/2018,11,8
6323,7/18/2018,12,9
6324,7/18/2018,13,19
6325,7/18/2018,14,14
6326,7/18/2018,15,11
6327,7/18/2018,16,14
6328,7/18/2018,17,14
6329,7/18/2018,18,12
6330,7/18/2018,19,14
6331,7/18/2018,20,8
6332,7/18/2018,21,15
6333,7/18/2018,22,23
6334,7/18/2018,23,21
6335,7/19/2018,0,14
6336,7/19/2018,1,9
6337,7/19/2018,2,6
6338,7/19/2018,3,7
6339,7/19/2018,4,7
6340,7/19/2018,5,3
6341,7/19/2018,6,1
6342,7/19/2018,7,1
6343,7/19/2018,8,1
6344,7/19/2018,10,1
6345,7/19/2018,11,7
6346,7/19/2018,12,17
6347,7/19/2018,13,11
6348,7/19/2018,14,18
6349,7/19/2018,15,12
6350,7/19/2018,16,11
6351,7/19/2018,17,16
6352,7/19/2018,18,14
6353,7/19/2018,19,10
6354,7/19/2018,20,16
6355,7/19/2018,21,13
6356,7/19/2018,22,23
6357,7/19/2018,23,19
6358,7/2/2018,0,6
6359,7/2/2018,1,14
6360,7/2/2018,2,11
6361,7/2/2018,3,10
6362,7/2/2018,4,6
6363,7/2/2018,5,2
6364,7/2/2018,6,3
6365,7/2/2018,7,2
6366,7/2/2018,9,1
6367,7/2/2018,11,9
6368,7/2/2018,12,13
6369,7/2/2018,13,13
6370,7/2/2018,14,14
6371,7/2/2018,15,10
6372,7/2/2018,16,16
6373,7/2/2018,17,15
6374,7/2/2018,18,11
6375,7/2/2018,19,8
6376,7/2/2018,20,15
6377,7/2/2018,21,25
6378,7/2/2018,22,14
6379,7/2/2018,23,14
6380,7/20/2018,0,10
6381,7/20/2018,1,11
6382,7/20/2018,2,8
6383,7/20/2018,3,5
6384,7/20/2018,4,6
6385,7/20/2018,5,9
6386,7/20/2018,6,4
6387,7/20/2018,7,2
6388,7/20/2018,9,2
6389,7/20/2018,10,2
6390,7/20/2018,11,5
6391,7/20/2018,12,13
6392,7/20/2018,13,9
6393,7/20/2018,14,9
6394,7/20/2018,15,10
6395,7/20/2018,16,13
6396,7/20/2018,17,11
6397,7/20/2018,18,17
6398,7/20/2018,19,14
6399,7/20/2018,20,19
6400,7/20/2018,21,13
6401,7/20/2018,22,22
6402,7/20/2018,23,11
6403,7/21/2018,0,13
6404,7/21/2018,1,12
6405,7/21/2018,2,7
6406,7/21/2018,3,7
6407,7/21/2018,4,3
6408,7/21/2018,6,4
6409,7/21/2018,7,7
6410,7/21/2018,8,2
6411,7/21/2018,9,4
6412,7/21/2018,10,1
6413,7/21/2018,11,1
6414,7/21/2018,12,5
6415,7/21/2018,13,13
6416,7/21/2018,14,11
6417,7/21/2018,15,9
6418,7/21/2018,16,9
6419,7/21/2018,17,20
6420,7/21/2018,18,16
6421,7/21/2018,19,15
6422,7/21/2018,20,7
6423,7/21/2018,21,7
6424,7/21/2018,22,12
6425,7/21/2018,23,12
6426,7/22/2018,0,11
6427,7/22/2018,1,8
6428,7/22/2018,2,7
6429,7/22/2018,3,5
6430,7/22/2018,4,2
6431,7/22/2018,5,6
6432,7/22/2018,6,2
6433,7/22/2018,7,1
6434,7/22/2018,8,6
6435,7/22/2018,9,2
6436,7/22/2018,10,7
6437,7/22/2018,11,1
6438,7/22/2018,12,4
6439,7/22/2018,13,5
6440,7/22/2018,14,4
6441,7/22/2018,15,4
6442,7/22/2018,16,4
6443,7/22/2018,17,13
6444,7/22/2018,18,4
6445,7/22/2018,19,13
6446,7/22/2018,20,12
6447,7/22/2018,21,13
6448,7/22/2018,22,18
6449,7/22/2018,23,16
6450,7/23/2018,0,7
6451,7/23/2018,1,11
6452,7/23/2018,2,13
6453,7/23/2018,3,11
6454,7/23/2018,4,8
6455,7/23/2018,5,3
6456,7/23/2018,6,2
6457,7/23/2018,7,2
6458,7/23/2018,8,2
6459,7/23/2018,9,1
6460,7/23/2018,10,2
6461,7/23/2018,11,1
6462,7/23/2018,12,3
6463,7/23/2018,13,10
6464,7/23/2018,14,13
6465,7/23/2018,15,11
6466,7/23/2018,16,13
6467,7/23/2018,17,13
6468,7/23/2018,18,12
6469,7/23/2018,19,11
6470,7/23/2018,20,13
6471,7/23/2018,21,22
6472,7/23/2018,22,6
6473,7/23/2018,23,11
6474,7/24/2018,0,17
6475,7/24/2018,1,4
6476,7/24/2018,2,8
6477,7/24/2018,3,8
6478,7/24/2018,5,1
6479,7/24/2018,6,1
6480,7/24/2018,8,2
6481,7/24/2018,9,1
6482,7/24/2018,10,1
6483,7/24/2018,11,3
6484,7/24/2018,12,11
6485,7/24/2018,13,11
6486,7/24/2018,14,13
6487,7/24/2018,15,6
6488,7/24/2018,16,15
6489,7/24/2018,17,20
6490,7/24/2018,18,11
6491,7/24/2018,19,15
6492,7/24/2018,20,11
6493,7/24/2018,21,21
6494,7/24/2018,22,26
6495,7/24/2018,23,11
6496,7/25/2018,0,14
6497,7/25/2018,1,12
6498,7/25/2018,2,7
6499,7/25/2018,3,6
6500,7/25/2018,4,1
6501,7/25/2018,5,3
6502,7/25/2018,6,2
6503,7/25/2018,9,1
6504,7/25/2018,10,4
6505,7/25/2018,11,4
6506,7/25/2018,12,9
6507,7/25/2018,13,13
6508,7/25/2018,14,12
6509,7/25/2018,15,8
6510,7/25/2018,16,10
6511,7/25/2018,17,20
6512,7/25/2018,18,12
6513,7/25/2018,19,5
6514,7/25/2018,20,14
6515,7/25/2018,21,13
6516,7/25/2018,22,14
6517,7/25/2018,23,13
6518,7/26/2018,0,11
6519,7/26/2018,1,4
6520,7/26/2018,2,11
6521,7/26/2018,3,3
6522,7/26/2018,4,2
6523,7/26/2018,5,3
6524,7/26/2018,6,1
6525,7/26/2018,7,2
6526,7/26/2018,8,2
6527,7/26/2018,9,3
6528,7/26/2018,11,4
6529,7/26/2018,12,8
6530,7/26/2018,13,14
6531,7/26/2018,14,5
6532,7/26/2018,15,13
6533,7/26/2018,16,13
6534,7/26/2018,17,11
6535,7/26/2018,18,14
6536,7/26/2018,19,11
6537,7/26/2018,20,17
6538,7/26/2018,21,12
6539,7/26/2018,22,11
6540,7/26/2018,23,14
6541,7/27/2018,0,7
6542,7/27/2018,1,8
6543,7/27/2018,2,7
6544,7/27/2018,3,2
6545,7/27/2018,4,2
6546,7/27/2018,5,4
6547,7/27/2018,6,6
6548,7/27/2018,7,2
6549,7/27/2018,8,1
6550,7/27/2018,14,2
6551,7/27/2018,16,11
6552,7/27/2018,17,16
6553,7/27/2018,18,19
6554,7/27/2018,19,17
6555,7/27/2018,20,12
6556,7/27/2018,21,17
6557,7/27/2018,22,10
6558,7/27/2018,23,15
6559,7/28/2018,0,13
6560,7/28/2018,1,7
6561,7/28/2018,2,15
6562,7/28/2018,3,8
6563,7/28/2018,4,5
6564,7/28/2018,5,8
6565,7/28/2018,6,7
6566,7/28/2018,7,10
6567,7/28/2018,8,3
6568,7/28/2018,9,1
6569,7/28/2018,10,4
6570,7/28/2018,11,1
6571,7/28/2018,12,4
6572,7/28/2018,13,4
6573,7/28/2018,14,7
6574,7/28/2018,15,11
6575,7/28/2018,16,11
6576,7/28/2018,17,10
6577,7/28/2018,18,11
6578,7/28/2018,19,6
6579,7/28/2018,20,9
6580,7/28/2018,21,6
6581,7/28/2018,22,11
6582,7/28/2018,23,6
6583,7/29/2018,0,10
6584,7/29/2018,1,5
6585,7/29/2018,2,12
6586,7/29/2018,3,7
6587,7/29/2018,4,3
6588,7/29/2018,5,7
6589,7/29/2018,6,7
6590,7/29/2018,7,5
6591,7/29/2018,8,7
6592,7/29/2018,9,1
6593,7/29/2018,10,1
6594,7/29/2018,18,4
6595,7/29/2018,19,19
6596,7/29/2018,20,3
6597,7/29/2018,21,11
6598,7/29/2018,22,7
6599,7/29/2018,23,13
6600,7/3/2018,0,8
6601,7/3/2018,1,4
6602,7/3/2018,2,12
6603,7/3/2018,3,5
6604,7/3/2018,4,1
6605,7/3/2018,5,1
6606,7/3/2018,6,5
6607,7/3/2018,7,2
6608,7/3/2018,8,2
6609,7/3/2018,9,2
6610,7/3/2018,10,3
6611,7/3/2018,11,5
6612,7/3/2018,12,11
6613,7/3/2018,13,9
6614,7/3/2018,14,7
6615,7/3/2018,15,7
6616,7/3/2018,16,15
6617,7/3/2018,17,16
6618,7/3/2018,18,13
6619,7/3/2018,19,2
6620,7/3/2018,21,7
6621,7/3/2018,22,18
6622,7/3/2018,23,26
6623,7/30/2018,0,11
6624,7/30/2018,1,4
6625,7/30/2018,2,8
6626,7/30/2018,3,7
6627,7/30/2018,4,7
6628,7/30/2018,5,7
6629,7/30/2018,6,3
6630,7/30/2018,7,5
6631,7/30/2018,8,2
6632,7/30/2018,10,1
6633,7/30/2018,11,5
6634,7/30/2018,12,10
6635,7/30/2018,13,13
6636,7/30/2018,14,19
6637,7/30/2018,15,10
6638,7/30/2018,16,15
6639,7/30/2018,17,17
6640,7/30/2018,18,11
6641,7/30/2018,19,20
6642,7/30/2018,20,15
6643,7/30/2018,21,17
6644,7/30/2018,22,19
6645,7/30/2018,23,13
6646,7/31/2018,0,14
6647,7/31/2018,1,7
6648,7/31/2018,2,7
6649,7/31/2018,3,6
6650,7/31/2018,4,1
6651,7/31/2018,5,5
6652,7/31/2018,6,5
6653,7/31/2018,7,2
6654,7/31/2018,8,3
6655,7/31/2018,9,3
6656,7/31/2018,10,3
6657,7/31/2018,11,5
6658,7/31/2018,12,15
6659,7/31/2018,13,9
6660,7/31/2018,14,10
6661,7/31/2018,15,13
6662,7/31/2018,16,14
6663,7/31/2018,17,16
6664,7/31/2018,18,17
6665,7/31/2018,19,7
6666,7/31/2018,20,11
6667,7/31/2018,21,26
6668,7/31/2018,22,12
6669,7/31/2018,23,17
6670,7/4/2018,0,7
6671,7/4/2018,1,11
6672,7/4/2018,2,4
6673,7/4/2018,3,9
6674,7/4/2018,4,4
6675,7/4/2018,5,3
6676,7/4/2018,6,10
6677,7/4/2018,7,1
6678,7/4/2018,8,5
6679,7/4/2018,9,1
6680,7/4/2018,10,4
6681,7/4/2018,11,2
6682,7/4/2018,12,7
6683,7/4/2018,13,6
6684,7/4/2018,14,4
6685,7/4/2018,15,7
6686,7/4/2018,16,4
6687,7/4/2018,17,12
6688,7/4/2018,18,7
6689,7/4/2018,19,22
6690,7/4/2018,20,28
6691,7/4/2018,21,19
6692,7/4/2018,22,9
6693,7/4/2018,23,8
6694,7/5/2018,0,5
6695,7/5/2018,1,6
6696,7/5/2018,2,11
6697,7/5/2018,3,11
6698,7/5/2018,4,4
6699,7/5/2018,5,1
6700,7/5/2018,6,2
6701,7/5/2018,7,3
6702,7/5/2018,8,4
6703,7/5/2018,9,2
6704,7/5/2018,10,1
6705,7/5/2018,11,6
6706,7/5/2018,12,2
6707,7/5/2018,13,9
6708,7/5/2018,14,14
6709,7/5/2018,15,5
6710,7/5/2018,16,7
6711,7/5/2018,17,8
6712,7/5/2018,18,2
6713,7/5/2018,22,1
6714,7/5/2018,23,3
6715,7/6/2018,0,7
6716,7/6/2018,1,5
6717,7/6/2018,2,8
6718,7/6/2018,3,4
6719,7/6/2018,4,5
6720,7/6/2018,5,2
6721,7/6/2018,6,4
6722,7/6/2018,7,2
6723,7/6/2018,10,3
6724,7/6/2018,11,7
6725,7/6/2018,12,9
6726,7/6/2018,13,8
6727,7/6/2018,16,2
6728,7/6/2018,17,11
6729,7/6/2018,18,9
6730,7/6/2018,19,15
6731,7/6/2018,20,17
6732,7/6/2018,21,10
6733,7/6/2018,22,11
6734,7/6/2018,23,14
6735,7/7/2018,0,10
6736,7/7/2018,1,10
6737,7/7/2018,2,2
6738,7/7/2018,3,3
6739,7/7/2018,4,6
6740,7/7/2018,5,3
6741,7/7/2018,6,5
6742,7/7/2018,7,2
6743,7/7/2018,8,2
6744,7/7/2018,10,2
6745,7/7/2018,11,7
6746,7/7/2018,12,4
6747,7/7/2018,13,7
6748,7/7/2018,14,7
6749,7/7/2018,15,12
6750,7/7/2018,16,10
6751,7/7/2018,17,13
6752,7/7/2018,18,11
6753,7/7/2018,19,13
6754,7/7/2018,20,15
6755,7/7/2018,21,14
6756,7/7/2018,22,8
6757,7/7/2018,23,6
6758,7/8/2018,0,7
6759,7/8/2018,1,8
6760,7/8/2018,2,6
6761,7/8/2018,3,2
6762,7/8/2018,4,4
6763,7/8/2018,5,8
6764,7/8/2018,6,1
6765,7/8/2018,7,6
6766,7/8/2018,8,5
6767,7/8/2018,9,1
6768,7/8/2018,10,1
6769,7/8/2018,12,3
6770,7/8/2018,13,3
6771,7/8/2018,14,4
6772,7/8/2018,15,5
6773,7/8/2018,16,8
6774,7/8/2018,17,11
6775,7/8/2018,18,7
6776,7/8/2018,19,5
6777,7/8/2018,20,4
6778,7/8/2018,21,7
6779,7/8/2018,22,2
6780,7/8/2018,23,2
6781,7/9/2018,0,10
6782,7/9/2018,1,7
6783,7/9/2018,2,1
6784,7/9/2018,3,4
6785,7/9/2018,4,1
6786,7/9/2018,5,4
6787,7/9/2018,6,2
6788,7/9/2018,8,2
6789,7/9/2018,9,1
6790,7/9/2018,10,3
6791,7/9/2018,11,4
6792,7/9/2018,12,16
6793,7/9/2018,13,28
6794,7/9/2018,14,22
6795,7/9/2018,15,19
6796,7/9/2018,16,17
6797,7/9/2018,17,20
6798,7/9/2018,18,19
6799,7/9/2018,19,18
6800,7/9/2018,20,18
6801,7/9/2018,21,21
6802,7/9/2018,22,10
6803,7/9/2018,23,13
6804,8/1/2018,0,11
6805,8/1/2018,1,14
6806,8/1/2018,2,5
6807,8/1/2018,3,4
6808,8/1/2018,4,8
6809,8/1/2018,5,1
6810,8/1/2018,10,1
6811,8/1/2018,11,3
6812,8/1/2018,12,11
6813,8/1/2018,13,15
6814,8/1/2018,14,13
6815,8/1/2018,15,10
6816,8/1/2018,16,14
6817,8/1/2018,17,18
6818,8/1/2018,18,20
6819,8/1/2018,19,12
6820,8/1/2018,20,12
6821,8/1/2018,21,16
6822,8/1/2018,22,20
6823,8/1/2018,23,17
6824,8/10/2018,0,9
6825,8/10/2018,1,8
6826,8/10/2018,2,7
6827,8/10/2018,3,10
6828,8/10/2018,4,7
6829,8/10/2018,5,4
6830,8/10/2018,6,1
6831,8/10/2018,7,1
6832,8/10/2018,8,2
6833,8/10/2018,9,3
6834,8/10/2018,10,4
6835,8/10/2018,11,10
6836,8/10/2018,12,7
6837,8/10/2018,13,6
6838,8/10/2018,14,9
6839,8/10/2018,15,4
6840,8/10/2018,16,18
6841,8/10/2018,17,8
6842,8/10/2018,18,20
6843,8/10/2018,19,11
6844,8/10/2018,20,21
6845,8/10/2018,21,22
6846,8/10/2018,22,25
6847,8/10/2018,23,7
6848,8/11/2018,0,18
6849,8/11/2018,1,7
6850,8/11/2018,2,8
6851,8/11/2018,3,5
6852,8/11/2018,4,11
6853,8/11/2018,5,4
6854,8/11/2018,6,3
6855,8/11/2018,7,6
6856,8/11/2018,8,1
6857,8/11/2018,9,1
6858,8/11/2018,11,3
6859,8/11/2018,12,2
6860,8/11/2018,13,10
6861,8/11/2018,14,11
6862,8/11/2018,15,7
6863,8/11/2018,16,11
6864,8/11/2018,17,17
6865,8/11/2018,18,12
6866,8/11/2018,19,14
6867,8/11/2018,20,12
6868,8/11/2018,21,7
6869,8/11/2018,22,23
6870,8/11/2018,23,26
6871,8/12/2018,0,22
6872,8/12/2018,1,9
6873,8/12/2018,2,8
6874,8/12/2018,3,8
6875,8/12/2018,4,7
6876,8/12/2018,5,4
6877,8/12/2018,6,3
6878,8/12/2018,7,1
6879,8/12/2018,8,2
6880,8/12/2018,11,4
6881,8/12/2018,12,6
6882,8/12/2018,13,3
6883,8/12/2018,14,11
6884,8/12/2018,15,8
6885,8/12/2018,16,8
6886,8/12/2018,17,6
6887,8/12/2018,18,16
6888,8/12/2018,19,14
6889,8/12/2018,20,12
6890,8/12/2018,21,12
6891,8/12/2018,22,11
6892,8/12/2018,23,9
6893,8/13/2018,0,2
6894,8/13/2018,1,6
6895,8/13/2018,2,4
6896,8/13/2018,3,5
6897,8/13/2018,4,3
6898,8/13/2018,6,2
6899,8/13/2018,8,2
6900,8/13/2018,9,1
6901,8/13/2018,10,5
6902,8/13/2018,11,4
6903,8/13/2018,12,9
6904,8/13/2018,13,7
6905,8/13/2018,14,12
6906,8/13/2018,15,7
6907,8/13/2018,16,18
6908,8/13/2018,17,18
6909,8/13/2018,18,14
6910,8/13/2018,19,23
6911,8/13/2018,20,17
6912,8/13/2018,21,17
6913,8/13/2018,22,26
6914,8/13/2018,23,11
6915,8/14/2018,0,13
6916,8/14/2018,1,14
6917,8/14/2018,2,8
6918,8/14/2018,3,11
6919,8/14/2018,4,5
6920,8/14/2018,5,4
6921,8/14/2018,7,2
6922,8/14/2018,8,1
6923,8/14/2018,9,3
6924,8/14/2018,10,1
6925,8/14/2018,11,5
6926,8/14/2018,12,9
6927,8/14/2018,13,16
6928,8/14/2018,14,15
6929,8/14/2018,15,8
6930,8/14/2018,16,8
6931,8/14/2018,17,15
6932,8/14/2018,18,16
6933,8/14/2018,19,10
6934,8/14/2018,20,22
6935,8/14/2018,21,19
6936,8/14/2018,22,22
6937,8/14/2018,23,15
6938,8/15/2018,0,7
6939,8/15/2018,1,6
6940,8/15/2018,2,7
6941,8/15/2018,3,7
6942,8/15/2018,4,3
6943,8/15/2018,5,1
6944,8/15/2018,6,1
6945,8/15/2018,7,2
6946,8/15/2018,8,1
6947,8/15/2018,9,1
6948,8/15/2018,10,4
6949,8/15/2018,11,6
6950,8/15/2018,12,12
6951,8/15/2018,13,16
6952,8/15/2018,14,15
6953,8/15/2018,15,6
6954,8/15/2018,16,19
6955,8/15/2018,17,7
6956,8/15/2018,18,11
6957,8/15/2018,19,12
6958,8/15/2018,20,14
6959,8/15/2018,21,10
6960,8/15/2018,22,14
6961,8/15/2018,23,12
6962,8/16/2018,0,9
6963,8/16/2018,1,7
6964,8/16/2018,2,10
6965,8/16/2018,3,4
6966,8/16/2018,4,4
6967,8/16/2018,5,3
6968,8/16/2018,6,1
6969,8/16/2018,7,2
6970,8/16/2018,9,3
6971,8/16/2018,10,6
6972,8/16/2018,11,11
6973,8/16/2018,12,16
6974,8/16/2018,13,15
6975,8/16/2018,14,14
6976,8/16/2018,15,10
6977,8/16/2018,16,12
6978,8/16/2018,17,15
6979,8/16/2018,18,14
6980,8/16/2018,19,16
6981,8/16/2018,20,17
6982,8/16/2018,21,12
6983,8/16/2018,22,14
6984,8/16/2018,23,15
6985,8/17/2018,0,7
6986,8/17/2018,1,3
6987,8/17/2018,2,8
6988,8/17/2018,3,8
6989,8/17/2018,4,5
6990,8/17/2018,5,3
6991,8/17/2018,6,2
6992,8/17/2018,7,1
6993,8/17/2018,8,2
6994,8/17/2018,9,1
6995,8/17/2018,10,1
6996,8/17/2018,11,4
6997,8/17/2018,12,8
6998,8/17/2018,13,11
6999,8/17/2018,14,15
7000,8/17/2018,15,7
7001,8/17/2018,16,17
7002,8/17/2018,17,17
7003,8/17/2018,18,15
7004,8/17/2018,19,8
7005,8/17/2018,20,19
7006,8/17/2018,21,23
7007,8/17/2018,22,16
7008,8/17/2018,23,13
7009,8/18/2018,0,15
7010,8/18/2018,1,10
7011,8/18/2018,2,12
7012,8/18/2018,3,5
7013,8/18/2018,4,7
7014,8/18/2018,5,6
7015,8/18/2018,6,4
7016,8/18/2018,7,5
7017,8/18/2018,8,4
7018,8/18/2018,10,1
7019,8/18/2018,11,2
7020,8/18/2018,12,2
7021,8/18/2018,13,4
7022,8/18/2018,14,5
7023,8/18/2018,15,13
7024,8/18/2018,16,10
7025,8/18/2018,17,12
7026,8/18/2018,18,4
7027,8/18/2018,19,11
7028,8/18/2018,20,11
7029,8/18/2018,21,14
7030,8/18/2018,22,15
7031,8/18/2018,23,10
7032,8/19/2018,0,13
7033,8/19/2018,1,9
7034,8/19/2018,2,10
7035,8/19/2018,3,4
7036,8/19/2018,4,6
7037,8/19/2018,5,2
7038,8/19/2018,6,6
7039,8/19/2018,7,8
7040,8/19/2018,8,4
7041,8/19/2018,9,1
7042,8/19/2018,10,2
7043,8/19/2018,11,2
7044,8/19/2018,12,3
7045,8/19/2018,13,7
7046,8/19/2018,14,7
7047,8/19/2018,15,5
7048,8/19/2018,16,10
7049,8/19/2018,17,7
7050,8/19/2018,18,18
